Date,High,Low,Volume,FVX,TNX,TYX,Close,Ticker,Name,Slug,Gtrend
2014-10-05,341.8009948730469,289.2959899902344,83308096,1.7369999885559082,2.447000026702881,3.134000062942505,320.510009765625,BTC-USD,Bitcoin,bitcoin,65.0
2014-10-06,345.1340026855469,302.5599975585937,79011800,1.6920000314712524,2.424999952316284,3.128000020980835,330.0790100097656,BTC-USD,Bitcoin,bitcoin,66.0
2014-10-07,339.2470092773437,320.48199462890625,49199900,1.6369999647140503,2.3499999046325684,3.055999994277954,336.18701171875,BTC-USD,Bitcoin,bitcoin,59.0
2014-10-08,354.364013671875,327.18798828125,54736300,1.5729999542236328,2.3299999237060547,3.062000036239624,352.94000244140625,BTC-USD,Bitcoin,bitcoin,56.0
2014-10-09,382.72601318359375,347.68701171875,83641104,1.5700000524520874,2.32699990272522,3.062000036239624,365.0260009765625,BTC-USD,Bitcoin,bitcoin,57.0
2014-10-10,375.0669860839844,352.9630126953125,43665700,1.559000015258789,2.306999921798706,3.0350000858306885,361.56201171875,BTC-USD,Bitcoin,bitcoin,50.0
2014-10-11,367.1910095214844,355.95098876953125,13345200,1.559000015258789,2.306999921798706,3.0350000858306885,362.2990112304688,BTC-USD,Bitcoin,bitcoin,45.0
2014-10-12,379.4330139160156,356.1440124511719,17552800,1.559000015258789,2.306999921798706,3.0350000858306885,378.5490112304688,BTC-USD,Bitcoin,bitcoin,45.0
2014-10-13,397.22601318359375,368.8970031738281,35221400,1.5369999408721924,2.2860000133514404,3.013999938964844,390.41400146484375,BTC-USD,Bitcoin,bitcoin,49.0
2014-10-14,411.697998046875,391.3240051269531,38491500,1.4520000219345093,2.2060000896453857,2.9570000171661377,400.8699951171875,BTC-USD,Bitcoin,bitcoin,57.0
2014-10-15,402.22698974609375,388.7659912109375,25267100,1.3109999895095823,2.0899999141693115,2.875999927520752,394.7730102539063,BTC-USD,Bitcoin,bitcoin,53.0
2014-10-16,398.8070068359375,373.0700073242188,26990000,1.371999979019165,2.1530001163482666,2.936000108718872,382.5559997558594,BTC-USD,Bitcoin,bitcoin,47.0
2014-10-17,385.4779968261719,375.3890075683594,13600700,1.4199999570846558,2.1989998817443848,2.9679999351501465,383.7579956054688,BTC-USD,Bitcoin,bitcoin,43.0
2014-10-18,395.1579895019531,378.9710083007813,11416800,1.4199999570846558,2.1989998817443848,2.9679999351501465,391.4419860839844,BTC-USD,Bitcoin,bitcoin,46.0
2014-10-19,393.9389953613281,386.4570007324219,5914570,1.4199999570846558,2.1989998817443848,2.9679999351501465,389.5459899902344,BTC-USD,Bitcoin,bitcoin,43.0
2014-10-20,390.0840148925781,378.25201416015625,16419000,1.3949999809265137,2.180999994277954,2.9590001106262207,382.8450012207031,BTC-USD,Bitcoin,bitcoin,39.0
2014-10-21,392.64599609375,380.8340148925781,14188900,1.409999966621399,2.2079999446868896,2.983999967575073,386.4750061035156,BTC-USD,Bitcoin,bitcoin,40.0
2014-10-22,388.5759887695313,382.2489929199219,11641300,1.440999984741211,2.2290000915527344,3.0,383.1579895019531,BTC-USD,Bitcoin,bitcoin,44.0
2014-10-23,385.0480041503906,356.4469909667969,26456900,1.49399995803833,2.275000095367432,3.0460000038146973,358.4169921875,BTC-USD,Bitcoin,bitcoin,44.0
2014-10-24,364.3450012207031,353.30499267578125,15585700,1.496999979019165,2.2730000019073486,3.049999952316284,358.3450012207031,BTC-USD,Bitcoin,bitcoin,42.0
2014-10-25,359.8609924316406,342.87701416015625,18127500,1.496999979019165,2.2730000019073486,3.049999952316284,347.27099609375,BTC-USD,Bitcoin,bitcoin,39.0
2014-10-26,359.22100830078125,343.9309997558594,11272500,1.496999979019165,2.2730000019073486,3.049999952316284,354.7040100097656,BTC-USD,Bitcoin,bitcoin,43.0
2014-10-27,358.6319885253906,349.8089904785156,13033000,1.4839999675750732,2.256999969482422,3.0339999198913574,352.989013671875,BTC-USD,Bitcoin,bitcoin,41.0
2014-10-28,359.9840087890625,352.6789855957031,7845880,1.5019999742507937,2.2839999198913574,3.056999921798706,357.6180114746094,BTC-USD,Bitcoin,bitcoin,45.0
2014-10-29,357.8330078125,335.3429870605469,18192700,1.597000002861023,2.322999954223633,3.0480000972747803,335.59100341796875,BTC-USD,Bitcoin,bitcoin,43.0
2014-10-30,350.9129943847656,335.0719909667969,30177900,1.5800000429153442,2.305000066757202,3.0360000133514404,345.30499267578125,BTC-USD,Bitcoin,bitcoin,40.0
2014-10-31,348.0450134277344,337.1419982910156,12545400,1.6130000352859497,2.3350000381469727,3.059999942779541,338.3210144042969,BTC-USD,Bitcoin,bitcoin,38.0
2014-11-01,340.52899169921875,321.05499267578125,16677200,1.6130000352859497,2.3350000381469727,3.059999942779541,325.7489929199219,BTC-USD,Bitcoin,bitcoin,39.0
2014-11-02,329.04998779296875,320.6260070800781,8603620,1.6130000352859497,2.3350000381469727,3.059999942779541,325.8919982910156,BTC-USD,Bitcoin,bitcoin,45.0
2014-11-03,334.00201416015625,325.4809875488281,12948500,1.633999943733215,2.3480000495910645,3.065999984741211,327.5539855957031,BTC-USD,Bitcoin,bitcoin,42.0
2014-11-04,331.7669982910156,325.0769958496094,15655500,1.633999943733215,2.3420000076293945,3.052999973297119,330.49200439453125,BTC-USD,Bitcoin,bitcoin,41.0
2014-11-05,343.3689880371094,330.6830139160156,19817200,1.633999943733215,2.3499999046325684,3.065000057220459,339.4859924316406,BTC-USD,Bitcoin,bitcoin,42.0
2014-11-06,352.96600341796875,338.42401123046875,18797000,1.659000039100647,2.375,3.0929999351501465,349.2900085449219,BTC-USD,Bitcoin,bitcoin,49.0
2014-11-07,352.73199462890625,341.7760009765625,16834200,1.593000054359436,2.312000036239624,3.0460000038146973,342.4150085449219,BTC-USD,Bitcoin,bitcoin,49.0
2014-11-08,347.0320129394531,342.15399169921875,8535470,1.593000054359436,2.312000036239624,3.0460000038146973,345.4880065917969,BTC-USD,Bitcoin,bitcoin,44.0
2014-11-09,363.6260070800781,344.2550048828125,24205600,1.593000054359436,2.312000036239624,3.0460000038146973,363.2640075683594,BTC-USD,Bitcoin,bitcoin,48.0
2014-11-10,374.8160095214844,357.5610046386719,30450100,1.6410000324249268,2.358999967575073,3.088000059127808,366.9240112304688,BTC-USD,Bitcoin,bitcoin,47.0
2014-11-11,371.30999755859375,363.7349853515625,15838900,1.6399999856948853,2.359999895095825,3.0920000076293945,367.6950073242188,BTC-USD,Bitcoin,bitcoin,55.0
2014-11-12,429.7179870605469,367.9849853515625,45783200,1.6399999856948853,2.358999967575073,3.0799999237060547,423.5610046386719,BTC-USD,Bitcoin,bitcoin,57.0
2014-11-13,457.0929870605469,401.12298583984375,58945000,1.6230000257492063,2.3469998836517334,3.075999975204468,420.7349853515625,BTC-USD,Bitcoin,bitcoin,63.0
2014-11-14,419.25201416015625,384.78900146484375,29589200,1.6039999723434448,2.319999933242798,3.0420000553131104,397.8179931640625,BTC-USD,Bitcoin,bitcoin,45.0
2014-11-15,405.5280151367188,371.0079956054688,15727500,1.6039999723434448,2.319999933242798,3.0420000553131104,376.1329956054688,BTC-USD,Bitcoin,bitcoin,45.0
2014-11-16,390.7990112304688,374.60198974609375,11905600,1.6039999723434448,2.319999933242798,3.0420000553131104,387.8819885253906,BTC-USD,Bitcoin,bitcoin,44.0
2014-11-17,410.1990051269531,377.50201416015625,41518800,1.6269999742507937,2.3399999141693115,3.059000015258789,387.4079895019531,BTC-USD,Bitcoin,bitcoin,44.0
2014-11-18,392.4020080566406,371.1170043945313,32222500,1.6089999675750732,2.322000026702881,3.0429999828338623,375.197998046875,BTC-USD,Bitcoin,bitcoin,49.0
2014-11-19,386.4809875488281,373.89599609375,18931800,1.6390000581741333,2.3510000705718994,3.066999912261963,380.5549926757813,BTC-USD,Bitcoin,bitcoin,43.0
2014-11-20,382.0249938964844,356.781005859375,25233200,1.6239999532699585,2.3350000381469727,3.052999973297119,357.8399963378906,BTC-USD,Bitcoin,bitcoin,43.0
2014-11-21,357.8789978027344,344.11199951171875,29850100,1.6109999418258667,2.315000057220459,3.0209999084472656,350.8479919433594,BTC-USD,Bitcoin,bitcoin,41.0
2014-11-22,364.8410034179688,350.87799072265625,15273000,1.6109999418258667,2.315000057220459,3.0209999084472656,352.9200134277344,BTC-USD,Bitcoin,bitcoin,42.0
2014-11-23,370.8450012207031,353.17498779296875,15151600,1.6109999418258667,2.315000057220459,3.0209999084472656,367.572998046875,BTC-USD,Bitcoin,bitcoin,41.0
2014-11-24,387.2090148925781,366.66900634765625,30930100,1.6030000448226929,2.309999942779541,3.0190000534057617,376.9010009765625,BTC-USD,Bitcoin,bitcoin,42.0
2014-11-25,394.7009887695313,374.7839965820313,25442200,1.5679999589920044,2.259999990463257,2.9660000801086426,375.3479919433594,BTC-USD,Bitcoin,bitcoin,45.0
2014-11-26,377.697998046875,365.8160095214844,18601700,1.5520000457763672,2.233999967575073,2.940000057220459,368.3699951171875,BTC-USD,Bitcoin,bitcoin,39.0
2014-11-27,373.9920043945313,368.2820129394531,8748030,1.5520000457763672,2.233999967575073,2.940000057220459,369.6700134277344,BTC-USD,Bitcoin,bitcoin,44.0
2014-11-28,382.8380126953125,358.4549865722656,22946500,1.5110000371932983,2.194000005722046,2.9100000858306885,376.4469909667969,BTC-USD,Bitcoin,bitcoin,41.0
2014-11-29,387.60101318359375,372.1449890136719,15375600,1.5110000371932983,2.194000005722046,2.9100000858306885,375.4909973144531,BTC-USD,Bitcoin,bitcoin,40.0
2014-11-30,382.5270080566406,373.3089904785156,9194440,1.5110000371932983,2.194000005722046,2.9100000858306885,378.0469970703125,BTC-USD,Bitcoin,bitcoin,40.0
2014-12-01,383.6619873046875,376.66900634765625,11763000,1.5210000276565552,2.2179999351501465,2.946000099182129,379.2449951171875,BTC-USD,Bitcoin,bitcoin,40.0
2014-12-02,384.0379943847656,377.8630065917969,12364100,1.590000033378601,2.2850000858306885,3.003999948501587,381.3150024414063,BTC-USD,Bitcoin,bitcoin,46.0
2014-12-03,383.0260009765625,374.3460083007813,13340100,1.6080000400543213,2.2869999408721924,2.993000030517578,375.010009765625,BTC-USD,Bitcoin,bitcoin,43.0
2014-12-04,378.6549987792969,367.7590026855469,14529600,1.587000012397766,2.256999969482422,2.9579999446868896,369.60400390625,BTC-USD,Bitcoin,bitcoin,43.0
2014-12-05,379.1919860839844,365.7560119628906,15181800,1.6820000410079956,2.306999921798706,2.96399998664856,376.85400390625,BTC-USD,Bitcoin,bitcoin,42.0
2014-12-06,378.447998046875,370.9450073242188,7009320,1.6820000410079956,2.306999921798706,2.96399998664856,374.7850036621094,BTC-USD,Bitcoin,bitcoin,40.0
2014-12-07,376.2919921875,373.2749938964844,6491650,1.6820000410079956,2.306999921798706,2.96399998664856,375.0950012207031,BTC-USD,Bitcoin,bitcoin,45.0
2014-12-08,376.0289916992188,361.885986328125,18898700,1.6640000343322754,2.256999969482422,2.901000022888184,361.9089965820313,BTC-USD,Bitcoin,bitcoin,48.0
2014-12-09,363.0669860839844,344.95098876953125,32915500,1.6260000467300415,2.220000028610229,2.875,352.218994140625,BTC-USD,Bitcoin,bitcoin,42.0
2014-12-10,352.3840026855469,346.364990234375,16427700,1.569000005722046,2.1689999103546143,2.8350000381469727,346.364990234375,BTC-USD,Bitcoin,bitcoin,45.0
2014-12-11,361.3569946289063,338.76300048828125,32431300,1.6030000448226929,2.177999973297119,2.825000047683716,350.5060119628906,BTC-USD,Bitcoin,bitcoin,60.0
2014-12-12,352.9830017089844,349.2909851074219,16989800,1.5299999713897705,2.1029999256134038,2.75600004196167,352.5419921875,BTC-USD,Bitcoin,bitcoin,58.0
2014-12-13,352.3810119628906,346.5880126953125,11675900,1.5299999713897705,2.1029999256134038,2.75600004196167,347.3760070800781,BTC-USD,Bitcoin,bitcoin,46.0
2014-12-14,353.3160095214844,345.4179992675781,12415200,1.5299999713897705,2.1029999256134038,2.75600004196167,351.6319885253906,BTC-USD,Bitcoin,bitcoin,44.0
2014-12-15,351.81500244140625,344.9339904785156,17264200,1.5770000219345093,2.115999937057495,2.744999885559082,345.3450012207031,BTC-USD,Bitcoin,bitcoin,45.0
2014-12-16,345.8590087890625,327.06201171875,30864900,1.5260000228881836,2.071000099182129,2.70199990272522,327.06201171875,BTC-USD,Bitcoin,bitcoin,48.0
2014-12-17,333.9540100097656,315.1520080566406,37567900,1.6119999885559082,2.1480000019073486,2.752000093460083,319.7760009765625,BTC-USD,Bitcoin,bitcoin,50.0
2014-12-18,323.7090148925781,304.23199462890625,39173000,1.659000039100647,2.2039999961853027,2.812000036239624,311.39599609375,BTC-USD,Bitcoin,bitcoin,50.0
2014-12-19,318.5329895019531,306.7690124511719,23823100,1.6540000438690186,2.1760001182556152,2.7739999294281006,317.8429870605469,BTC-USD,Bitcoin,bitcoin,47.0
2014-12-20,330.32501220703125,316.04400634765625,20856700,1.6540000438690186,2.1760001182556152,2.7739999294281006,329.9559936523437,BTC-USD,Bitcoin,bitcoin,47.0
2014-12-21,329.6289978027344,318.90301513671875,15207600,1.6540000438690186,2.1760001182556152,2.7739999294281006,320.8429870605469,BTC-USD,Bitcoin,bitcoin,44.0
2014-12-22,334.11700439453125,320.42498779296875,22315100,1.659000039100647,2.1619999408721924,2.75,331.885986328125,BTC-USD,Bitcoin,bitcoin,44.0
2014-12-23,336.2869873046875,329.6019897460937,16574200,1.7269999980926514,2.256999969482422,2.851999998092652,334.5719909667969,BTC-USD,Bitcoin,bitcoin,44.0
2014-12-24,334.7409973144531,321.35699462890625,15092300,1.758999943733215,2.263999938964844,2.8340001106262207,322.53399658203125,BTC-USD,Bitcoin,bitcoin,43.0
2014-12-25,322.6700134277344,316.9580078125,9883640,1.758999943733215,2.263999938964844,2.8340001106262207,319.00799560546875,BTC-USD,Bitcoin,bitcoin,45.0
2014-12-26,331.42401123046875,316.62701416015625,16410500,1.75600004196167,2.25,2.813999891281128,327.92401123046875,BTC-USD,Bitcoin,bitcoin,50.0
2014-12-27,328.9110107421875,312.6300048828125,15185200,1.75600004196167,2.25,2.813999891281128,315.8630065917969,BTC-USD,Bitcoin,bitcoin,100.0
2014-12-28,320.02801513671875,311.0780029296875,11676600,1.75600004196167,2.25,2.813999891281128,317.239013671875,BTC-USD,Bitcoin,bitcoin,44.0
2014-12-29,320.2669982910156,312.3070068359375,12302500,1.712000012397766,2.2070000171661377,2.776000022888184,312.6700134277344,BTC-USD,Bitcoin,bitcoin,46.0
2014-12-30,314.8089904785156,309.3729858398437,12528300,1.684000015258789,2.190000057220459,2.757999897003174,310.73699951171875,BTC-USD,Bitcoin,bitcoin,43.0
2014-12-31,320.1929931640625,310.21099853515625,13942900,1.652999997138977,2.1700000762939453,2.749000072479248,320.1929931640625,BTC-USD,Bitcoin,bitcoin,45.0
2015-01-01,320.4349975585937,314.00299072265625,8036550,1.652999997138977,2.1700000762939453,2.749000072479248,314.2489929199219,BTC-USD,Bitcoin,bitcoin,43.0
2015-01-02,315.8389892578125,313.56500244140625,7860650,1.618000030517578,2.122999906539917,2.697000026702881,315.0320129394531,BTC-USD,Bitcoin,bitcoin,43.0
2015-01-03,315.1499938964844,281.0820007324219,33054400,1.618000030517578,2.122999906539917,2.697000026702881,281.0820007324219,BTC-USD,Bitcoin,bitcoin,47.0
2015-01-04,287.2300109863281,257.61199951171875,55629100,1.618000030517578,2.122999906539917,2.697000026702881,264.19500732421875,BTC-USD,Bitcoin,bitcoin,59.0
2015-01-05,278.34100341796875,265.0840148925781,43962800,1.5679999589920044,2.0390000343322754,2.6050000190734863,274.4739990234375,BTC-USD,Bitcoin,bitcoin,58.0
2015-01-06,287.5530090332031,272.6960144042969,23245700,1.493000030517578,1.963000059127808,2.5230000019073486,286.1889953613281,BTC-USD,Bitcoin,bitcoin,63.0
2015-01-07,298.7539978027344,283.0790100097656,24866800,1.4730000495910645,1.9539999961853027,2.515000104904175,294.3370056152344,BTC-USD,Bitcoin,bitcoin,46.0
2015-01-08,294.135009765625,282.17498779296875,19982500,1.496000051498413,2.0160000324249268,2.5929999351501465,283.3489990234375,BTC-USD,Bitcoin,bitcoin,52.0
2015-01-09,291.114013671875,280.5329895019531,18718600,1.4429999589920044,1.9709999561309812,2.555999994277954,290.4079895019531,BTC-USD,Bitcoin,bitcoin,48.0
2015-01-10,288.12701416015625,273.96600341796875,15264300,1.4429999589920044,1.9709999561309812,2.555999994277954,274.7959899902344,BTC-USD,Bitcoin,bitcoin,47.0
2015-01-11,279.63800048828125,265.0390014648437,18200800,1.4429999589920044,1.9709999561309812,2.555999994277954,265.6600036621094,BTC-USD,Bitcoin,bitcoin,43.0
2015-01-12,272.2030029296875,265.20001220703125,18880300,1.3880000114440918,1.9119999408721924,2.492000102996826,267.7959899902344,BTC-USD,Bitcoin,bitcoin,40.0
2015-01-13,268.2770080566406,219.906005859375,72843904,1.3589999675750732,1.8899999856948853,2.4820001125335693,225.86099243164065,BTC-USD,Bitcoin,bitcoin,55.0
2015-01-14,223.8939971923828,171.50999450683594,97638704,1.3029999732971191,1.837000012397766,2.450999975204468,178.10299682617188,BTC-USD,Bitcoin,bitcoin,86.0
2015-01-15,229.06700134277344,176.89700317382812,81773504,1.2239999771118164,1.774999976158142,2.4110000133514404,209.843994140625,BTC-USD,Bitcoin,bitcoin,72.0
2015-01-16,221.59100341796875,199.77099609375,38421000,1.2829999923706057,1.815000057220459,2.434999942779541,208.0970001220703,BTC-USD,Bitcoin,bitcoin,60.0
2015-01-17,211.7310028076172,194.875,23469700,1.2829999923706057,1.815000057220459,2.434999942779541,199.25999450683597,BTC-USD,Bitcoin,bitcoin,49.0
2015-01-18,218.69500732421875,194.5059967041016,30085100,1.2829999923706057,1.815000057220459,2.434999942779541,210.3390045166016,BTC-USD,Bitcoin,bitcoin,46.0
2015-01-19,216.72799682617188,207.3179931640625,18658300,1.2829999923706057,1.815000057220459,2.434999942779541,214.86099243164065,BTC-USD,Bitcoin,bitcoin,43.0
2015-01-20,215.24099731445312,205.1529998779297,24051100,1.2929999828338623,1.807000041007996,2.3980000019073486,211.31500244140625,BTC-USD,Bitcoin,bitcoin,45.0
2015-01-21,227.7879943847656,211.2120056152344,29924600,1.3359999656677246,1.8530000448226929,2.440000057220459,226.89700317382807,BTC-USD,Bitcoin,bitcoin,52.0
2015-01-22,237.0189971923828,226.4340057373047,33544600,1.381999969482422,1.8960000276565552,2.469000101089477,233.406005859375,BTC-USD,Bitcoin,bitcoin,44.0
2015-01-23,234.84500122070312,225.1959991455078,24621700,1.3240000009536743,1.8170000314712524,2.3940000534057617,232.8789978027344,BTC-USD,Bitcoin,bitcoin,45.0
2015-01-24,248.2100067138672,230.02200317382807,24782500,1.3240000009536743,1.8170000314712524,2.3940000534057617,247.8470001220703,BTC-USD,Bitcoin,bitcoin,45.0
2015-01-25,255.07400512695312,243.88999938964844,33582700,1.3240000009536743,1.8170000314712524,2.3940000534057617,253.71800231933597,BTC-USD,Bitcoin,bitcoin,48.0
2015-01-26,309.3840026855469,254.07899475097656,106794000,1.350000023841858,1.8279999494552608,2.3980000019073486,273.4729919433594,BTC-USD,Bitcoin,bitcoin,70.0
2015-01-27,275.4800109863281,250.6529998779297,44399000,1.3320000171661377,1.825000047683716,2.4019999504089355,263.4750061035156,BTC-USD,Bitcoin,bitcoin,54.0
2015-01-28,266.5350036621094,227.04600524902344,44352200,1.241000056266785,1.7239999771118164,2.2939999103546143,233.9149932861328,BTC-USD,Bitcoin,bitcoin,53.0
2015-01-29,238.70599365234372,220.7120056152344,32213400,1.274999976158142,1.7510000467300415,2.319000005722046,233.51300048828125,BTC-USD,Bitcoin,bitcoin,50.0
2015-01-30,242.8509979248047,225.8390045166016,26605200,1.187000036239624,1.6749999523162842,2.250999927520752,226.4250030517578,BTC-USD,Bitcoin,bitcoin,44.0
2015-01-31,233.5039978027344,216.3090057373047,23348200,1.187000036239624,1.6749999523162842,2.250999927520752,217.4640045166016,BTC-USD,Bitcoin,bitcoin,40.0
2015-02-01,231.57400512695312,212.01499938964844,29128500,1.187000036239624,1.6749999523162842,2.250999927520752,226.9720001220703,BTC-USD,Bitcoin,bitcoin,43.0
2015-02-02,242.1750030517578,222.65899658203125,30612100,1.184999942779541,1.6729999780654907,2.252000093460083,238.22900390625,BTC-USD,Bitcoin,bitcoin,40.0
2015-02-03,245.95700073242188,224.4830017089844,40783700,1.2790000438690186,1.7799999713897705,2.371999979019165,227.26800537109372,BTC-USD,Bitcoin,bitcoin,45.0
2015-02-04,230.05799865722656,221.11300659179688,26594300,1.2910000085830688,1.7970000505447388,2.388999938964844,226.85299682617188,BTC-USD,Bitcoin,bitcoin,41.0
2015-02-05,239.40499877929688,214.7250061035156,22516400,1.2999999523162842,1.815000057220459,2.421999931335449,217.11099243164065,BTC-USD,Bitcoin,bitcoin,44.0
2015-02-06,230.50999450683597,216.23199462890625,24435300,1.4639999866485596,1.937999963760376,2.5190000534057617,222.26600646972656,BTC-USD,Bitcoin,bitcoin,43.0
2015-02-07,230.2989959716797,222.60699462890625,21604200,1.4639999866485596,1.937999963760376,2.5190000534057617,227.7539978027344,BTC-USD,Bitcoin,bitcoin,54.0
2015-02-08,229.43800354003903,221.07699584960935,17145200,1.4639999866485596,1.937999963760376,2.5190000534057617,223.41200256347656,BTC-USD,Bitcoin,bitcoin,50.0
2015-02-09,223.9770050048828,217.0189971923828,27791300,1.4839999675750732,1.9479999542236328,2.5209999084472656,220.1100006103516,BTC-USD,Bitcoin,bitcoin,54.0
2015-02-10,221.8070068359375,215.33200073242188,21115100,1.5099999904632568,1.991000056266785,2.571000099182129,219.8390045166016,BTC-USD,Bitcoin,bitcoin,53.0
2015-02-11,223.406005859375,218.07400512695312,17201900,1.5140000581741333,1.9880000352859497,2.563999891281128,219.18499755859372,BTC-USD,Bitcoin,bitcoin,44.0
2015-02-12,222.19900512695312,217.61399841308597,15206200,1.496999979019165,1.9859999418258667,2.571000099182129,221.76400756835935,BTC-USD,Bitcoin,bitcoin,49.0
2015-02-13,240.25900268554688,221.26199340820312,42744400,1.5160000324249268,2.0209999084472656,2.625999927520752,235.427001953125,BTC-USD,Bitcoin,bitcoin,42.0
2015-02-14,259.8080139160156,235.5279998779297,49732500,1.5160000324249268,2.0209999084472656,2.625999927520752,257.3210144042969,BTC-USD,Bitcoin,bitcoin,44.0
2015-02-15,265.6109924316406,227.6840057373047,56552400,1.5160000324249268,2.0209999084472656,2.625999927520752,234.8249969482422,BTC-USD,Bitcoin,bitcoin,44.0
2015-02-16,239.52099609375,229.02200317382807,28153700,1.5160000324249268,2.0209999084472656,2.625999927520752,233.84300231933597,BTC-USD,Bitcoin,bitcoin,46.0
2015-02-17,245.7749938964844,232.31399536132807,27363100,1.61899995803833,2.1449999809265137,2.73799991607666,243.6100006103516,BTC-USD,Bitcoin,bitcoin,46.0
2015-02-18,244.25100708007807,232.33999633789065,25200800,1.5199999809265137,2.065999984741211,2.694999933242798,236.3260040283203,BTC-USD,Bitcoin,bitcoin,43.0
2015-02-19,242.6719970703125,235.5919952392578,18270500,1.5729999542236328,2.11299991607666,2.7320001125335693,240.2830047607422,BTC-USD,Bitcoin,bitcoin,47.0
2015-02-20,247.1009979248047,239.2989959716797,23876700,1.6050000190734863,2.132999897003174,2.734999895095825,243.7790069580078,BTC-USD,Bitcoin,bitcoin,77.0
2015-02-21,255.32000732421875,243.1840057373047,12284200,1.6050000190734863,2.132999897003174,2.734999895095825,244.53399658203125,BTC-USD,Bitcoin,bitcoin,48.0
2015-02-22,246.3919982910156,233.8509979248047,19527000,1.6050000190734863,2.132999897003174,2.734999895095825,235.9770050048828,BTC-USD,Bitcoin,bitcoin,46.0
2015-02-23,240.10899353027344,232.42100524902344,16400000,1.5449999570846558,2.059000015258789,2.6519999504089355,238.8919982910156,BTC-USD,Bitcoin,bitcoin,45.0
2015-02-24,239.9010009765625,236.4019927978516,14200400,1.4589999914169312,1.9880000352859497,2.5980000495910645,238.7350006103516,BTC-USD,Bitcoin,bitcoin,42.0
2015-02-25,239.33999633789065,235.52999877929688,11496200,1.4630000591278076,1.968999981880188,2.571000099182129,237.47000122070312,BTC-USD,Bitcoin,bitcoin,40.0
2015-02-26,237.7100067138672,234.2570037841797,13619400,1.527999997138977,2.0160000324249268,2.608999967575073,236.42599487304688,BTC-USD,Bitcoin,bitcoin,38.0
2015-02-27,256.65301513671875,236.43600463867188,44013900,1.5049999952316284,2.002000093460083,2.5999999046325684,253.8280029296875,BTC-USD,Bitcoin,bitcoin,41.0
2015-02-28,254.69200134277344,249.47900390625,13949300,1.5049999952316284,2.002000093460083,2.5999999046325684,254.26300048828125,BTC-USD,Bitcoin,bitcoin,38.0
